product_area,location_country,supplier_name,location_region,onboard_date_v2,sla_end_to_end_exclude_weekend1,wo_adv_std_include_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Cloud,United States,CONCENTRIX,NORTH AMERICA,2025-04-22,4,1,3,1,2
Search,India,PWC,APAC,2025-04-24,1,1,0,0,0
Technical Infrastructure,India,ASTREYA PARTNERS INC,APAC,2025-04-21,4,1,3,3,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,5,1,4,1,3
Cloud,Philippines,ACCENTURE PLC,APAC,2025-05-02,6,5,3,3,0
Cloud,Mexico,TATA GROUP,LATAM,2025-05-02,16,4,14,10,4
Cloud,United States,MEDIATEK INC,NORTH AMERICA,2025-04-29,18,5,15,14,1
REWS,India,COMPASS GROUP PLC,APAC,2025-04-25,2,2,0,0,0
Technical Infrastructure,United States,TW CONSTRUCTORS LLC,NORTH AMERICA,2025-04-23,1,1,0,0,0
gTech,United States,VACO,NORTH AMERICA,2025-04-21,3,1,2,0,2
T&S,Malaysia,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,1,1,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,3,1,2,2,0
T&S,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,2,4,3,1
POps,India,RANDSTAD NV,APAC,2025-04-27,12,1,11,0,11
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-21,7,1,6,5,1
YouTube,India,CONCENTRIX,APAC,2025-04-24,2,2,0,0,0
POps,United States,VACO,NORTH AMERICA,2025-04-29,2,3,1,1,0
gTech,Japan,ACCENTURE PLC,APAC,2025-04-21,5,2,3,1,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-28,3,2,1,0,1
gCS,India,WNS (HOLDINGS) LIMITED,APAC,2025-04-24,3,1,2,1,1
GBO (w/o gTech & gCS),Brazil,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-21,2,4,0,0,0
Technical Infrastructure,United States,TW CONSTRUCTORS LLC,NORTH AMERICA,2025-04-24,1,1,0,0,0
gCS,Philippines,CONCENTRIX,APAC,2025-04-25,3,1,2,1,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-25,4,4,0,0,0
gTech,Ireland,TELUS,EMEA,2025-04-30,4,6,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
YouTube,United States,TELEPERFORMANCE SE,NORTH AMERICA,2025-05-02,6,5,3,3,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-02,4,3,1,1,0
Corp Eng,T��rkiye,"THE UBERCLOUD, INC.",EMEA,2025-04-25,7,5,4,4,0
REWS,India,COMPASS GROUP PLC,APAC,2025-04-28,3,5,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,3,5,0,5
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,12,2,10,0,10
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,2,3,1,0,1
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,3,2,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,3,2,1,1
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-24,2,1,1,1,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-21,3,5,0,0,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-23,9,5,6,3,3
T&S,India,WIPRO LIMITED,APAC,2025-04-25,4,1,3,0,3
Technical Infrastructure,Netherlands,SECURITAS AB,EMEA,2025-04-30,6,1,5,3,2
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,3,2,0,2
Cloud,Greece,TELEPERFORMANCE SE,EMEA,2025-04-29,3,5,0,0,0
Technical Infrastructure,United States,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,2025-04-22,3,5,0,0,0
Devices & Services,India,CIENTRA TECHSOLUTION PVT LTD,APAC,2025-04-22,2,3,1,0,1
Technical Infrastructure,India,INDIGO TELECOM GROUP LTD,APAC,2025-04-29,1,1,0,0,0
Technical Infrastructure,Netherlands,EXYTE GMBH,EMEA,2025-04-28,4,1,3,2,1
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-22,4,1,3,0,3
T&S,India,WIPRO LIMITED,APAC,2025-04-25,3,1,2,0,2
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,0,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-28,4,3,1,0,1
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,3,2,1,1
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-29,2,3,1,0,1
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-23,2,2,0,0,0
gTech,Colombia,CONCENTRIX,LATAM,2025-04-25,2,2,0,0,0
Ads & Commerce,India,TELEPERFORMANCE SE,APAC,2025-04-23,5,2,3,0,3
Cloud,United States,DELOITTE,NORTH AMERICA,2025-05-01,3,1,2,0,2
REWS,null,COMPASS GROUP PLC,APAC,2025-04-21,3,5,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-29,3,5,0,0,0
Technical Infrastructure,null,SCHENKER,NORTH AMERICA,2025-04-21,3,5,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-21,5,1,4,0,4
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-29,6,2,4,3,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-22,10,3,7,0,7
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-22,5,2,3,2,1
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,10,2,8,2,6
Geo,India,WIPRO LIMITED,APAC,2025-04-25,4,3,1,0,1
Technical Infrastructure,United States,FORTIS CONSTRUCTION INC,NORTH AMERICA,2025-04-28,10,3,7,7,0
gCS,India,REGALIX INC,APAC,2025-04-24,3,2,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-21,4,2,2,1,1
YouTube,India,ACCENTURE PLC,APAC,2025-04-29,4,2,2,0,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
REWS,null,SODEXO,APAC,2025-05-02,3,3,0,0,0
Access,United States,SORENSEN CRAIG F CONSTRUCTION INC,NORTH AMERICA,2025-04-21,18,8,12,3,9
Core (w/o Corp Eng),Philippines,INFOSYS,APAC,2025-04-29,5,3,2,1,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
Platforms + Ecosystems,United States,MILESTONE TECHNOLOGIES INC,NORTH AMERICA,2025-05-01,3,2,1,0,1
Cloud,Spain,CONCENTRIX,EMEA,2025-04-28,3,5,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Technical Infrastructure,Netherlands,GXO LOGISTICS WORLDWIDE LLC,EMEA,2025-04-22,5,2,3,1,2
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
Ads & Commerce,India,GLOBALLOGIC INC,APAC,2025-04-22,1,1,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,2,2,1,1
Corp Eng,null,LARSEN AND TOUBRO LIMITED,APAC,2025-04-22,3,5,0,0,0
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-29,4,2,2,0,2
Devices & Services,India,TECH MAHINDRA LIMITED,APAC,2025-04-28,9,1,8,0,8
REWS,United States,PROPARK AMERICA WEST LLC,NORTH AMERICA,2025-04-28,2,4,0,0,0
POps,India,RANDSTAD NV,APAC,2025-04-30,14,4,12,0,12
POps,China,DELOITTE,APAC,2025-04-28,3,5,0,0,0
Platforms + Ecosystems,India,HCL TECHNOLOGIES LTD,APAC,2025-04-29,5,2,3,3,0
gTech,Ireland,ACCENTURE PLC,EMEA,2025-04-24,7,3,4,1,3
Technical Infrastructure,United States,ASTREYA PARTNERS INC,NORTH AMERICA,2025-04-21,4,3,1,0,1
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-27,5,1,4,2,2
gTech,India,GLOBALLOGIC INC,APAC,2025-04-24,3,3,0,0,0
Waymo,United States,"TASKUS, INC.",NORTH AMERICA,2025-04-21,4,3,1,0,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-30,2,2,0,0,0
Technical Infrastructure,United States,M A MORTENSON COMPANY,NORTH AMERICA,2025-04-28,1,3,0,0,0
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-30,3,5,0,0,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-22,3,5,0,0,0
Devices & Services,Taiwan,WIPRO LIMITED,APAC,2025-04-25,4,3,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,3,1,1,0
Platforms + Ecosystems,United States,BAYONE SOLUTIONS INC.,NORTH AMERICA,2025-05-02,5,5,2,1,1
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,2,4,3,1
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,2,4,3,1
POps,India,RANDSTAD NV,APAC,2025-04-27,8,null,8,1,7
gTech,India,CONCENTRIX,APAC,2025-04-22,4,5,1,0,1
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-23,2,2,0,0,0
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-21,20,3,17,0,17
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-25,9,4,5,4,1
Finance,null,HCL TECHNOLOGIES LTD,NORTH AMERICA,2025-05-02,3,3,0,0,0
Technical Infrastructure,Indonesia,G4S PLC,APAC,2025-04-22,1,2,0,0,0
YouTube,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,5,1,4,0,4
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
T&S,Ireland,ACCENTURE PLC,EMEA,2025-04-23,4,5,1,0,1
Search,India,GLOBALLOGIC INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,India,ASTREYA PARTNERS INC,APAC,2025-04-21,3,1,2,2,0
Geo,India,ACCENTURE PLC,APAC,2025-04-24,3,1,2,2,0
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-21,4,2,2,0,2
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,7,3,4,1,3
Platforms + Ecosystems,United States,"PURPLE, ROCK, SCISSORS LLC",NORTH AMERICA,2025-04-24,6,2,4,0,4
T&S,India,ACCENTURE PLC,APAC,2025-04-25,4,2,2,0,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,6,1,5,5,0
Technical Infrastructure,United States,"KOR BUILDING GROUP, LLC",NORTH AMERICA,2025-04-29,8,5,5,4,1
Cloud,Brazil,ACCENTURE PLC,LATAM,2025-04-28,2,4,0,0,0
Devices & Services,United States,SIEMENS AG,NORTH AMERICA,2025-04-28,6,6,2,2,0
Devices & Services,India,HCL TECHNOLOGIES LTD,APAC,2025-04-23,2,2,0,0,0
REWS,United States,JOHNSON CONTROLS INTERNATIONAL PLC,NORTH AMERICA,2025-05-01,462,6,458,445,13
T&S,India,WIPRO LIMITED,APAC,2025-04-27,3,2,1,0,1
REWS,India,G4S PLC,APAC,2025-04-28,3,5,0,0,0
Global Affairs (w/o T&S),India,ACCENTURE PLC,APAC,2025-04-29,4,1,3,2,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-22,12,6,8,7,1
T&S,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,1,5,1,4
Technical Infrastructure,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,2025-04-28,3,5,0,0,0
gTech,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,2,4,3,1
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,3,5,0,5
REWS,India,COMPASS GROUP PLC,APAC,2025-04-28,3,5,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-27,5,3,2,2,0
YouTube,Poland,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-30,5,5,2,1,1
Cloud,Spain,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,5,1,4,2,2
Technical Infrastructure,United States,AMENTUM COMMERCIAL OPERATIONS INC,NORTH AMERICA,2025-04-23,2,1,1,0,1
YouTube,India,CONCENTRIX,APAC,2025-04-27,4,1,3,3,0
Devices & Services,India,WNS (HOLDINGS) LIMITED,APAC,2025-04-30,9,4,7,6,1
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,4,0,0,0
Cloud,India,SERVICESOURCE INTERNATIONAL INC,APAC,2025-04-30,2,3,0,0,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,1,1,1,0
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-27,3,2,1,1,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-24,7,3,4,0,4
REWS,Colombia,G4S PLC,LATAM,2025-04-25,3,3,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
Finance,India,IBM CORPORATION,APAC,2025-04-29,8,1,7,1,6
T&S,India,WIPRO LIMITED,APAC,2025-04-25,4,3,1,0,1
Cloud,India,INNODATA INC.,APAC,2025-04-29,4,1,3,0,3
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,3,1,1,0
T&S,Philippines,"TASKUS, INC.",APAC,2025-04-22,3,5,0,0,0
Geo,India,TECH MAHINDRA LIMITED,APAC,2025-04-21,9,2,7,0,7
T&S,India,WIPRO LIMITED,APAC,2025-05-02,3,3,0,0,0
GBO (w/o gTech & gCS),India,ACCENTURE PLC,APAC,2025-04-23,2,1,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-05-01,6,5,3,0,3
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-28,2,1,1,0,1
REWS,Spain,PROSEGUR SA,EMEA,2025-04-24,2,1,1,0,1
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,1,1,0,0,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-21,4,1,3,1,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-23,6,1,5,1,4
Technical Infrastructure,Argentina,ACCENTURE PLC,LATAM,2025-04-28,3,1,2,0,2
GBO (w/o gTech & gCS),United States,HCL TECHNOLOGIES LTD,NORTH AMERICA,2025-04-23,4,4,2,0,2
gTech,Poland,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-30,5,1,4,0,4
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-25,4,4,0,0,0
Finance,Philippines,ACCENTURE PLC,APAC,2025-04-29,4,1,3,0,3
gTech,Philippines,TELUS,APAC,2025-04-23,3,4,1,0,1
Waymo,null,ABM INDUSTRIES INCORPORATED,NORTH AMERICA,2025-04-29,3,5,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
REWS,India,COMPASS GROUP PLC,APAC,2025-04-22,4,1,3,0,3
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,2,0,0,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-24,3,2,1,0,1
Cloud,El Salvador,TELUS,LATAM,2025-05-02,4,3,1,1,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-23,11,3,8,1,7
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-30,7,4,3,3,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,1,1,0,1
Cloud,India,ACCENTURE PLC,APAC,2025-04-28,5,2,3,1,2
Marketing,United States,THE SAGE GROUP,NORTH AMERICA,2025-04-29,4,5,1,1,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-29,5,1,4,2,2
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-24,4,3,3,3,0
Cloud,Greece,TELEPERFORMANCE SE,EMEA,2025-05-01,3,3,0,0,0
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-25,4,3,1,1,0
Cloud,India,TECH MAHINDRA LIMITED,APAC,2025-04-21,2,1,1,1,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,7,1,6,6,0
Devices & Services,United States,"ANSYS, INC.",NORTH AMERICA,2025-04-28,5,3,2,0,2
Marketing,India,ACCENTURE PLC,APAC,2025-04-22,4,5,1,1,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,2,3,1,2
gTech,Mexico,QUALITEST,LATAM,2025-04-29,6,3,3,0,3
Cloud,United States,TECH MAHINDRA LIMITED,NORTH AMERICA,2025-04-28,3,5,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,3,1,2,1,1
gTech,Japan,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,6,1,5,5,0
YouTube,United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-23,36,55,2,0,2
Devices & Services,United States,"SYNOPSYS, INC",NORTH AMERICA,2025-04-23,12,4,8,7,1
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-21,6,5,3,1,2
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-25,4,3,1,1,0
Finance,Ireland,KPMG,EMEA,2025-04-23,4,5,1,0,1
Technical Infrastructure,United Kingdom,TURNER & TOWNSEND PARTNERS LLP,EMEA,2025-04-23,8,4,6,1,5
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-24,9,4,7,6,1
Core (w/o Corp Eng),United States,"AKRAYA, INC",NORTH AMERICA,2025-04-23,4,4,2,2,0
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-30,6,3,3,3,0
Technical Infrastructure,United States,ADECCO GROUP AG,NORTH AMERICA,2025-04-30,15,7,12,12,0
gTech,Portugal,CONCENTRIX,EMEA,2025-04-22,4,5,1,1,0
REWS,United States,BODY TECHNIQUES LLC,NORTH AMERICA,2025-04-28,8,5,5,1,4
Technical Infrastructure,United States,ADECCO GROUP AG,NORTH AMERICA,2025-04-29,111,10,0,0,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-23,5,2,3,3,0
REWS,India,SODEXO,APAC,2025-04-22,1,1,0,0,0
Technical Infrastructure,United States,MOTIVITY LABS INC,NORTH AMERICA,2025-04-22,5,2,3,3,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-30,2,1,1,1,0
Geo,India,EPAM SYSTEMS INC,APAC,2025-04-24,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,2,2,0,2
Waymo,United States,TEZERAKT LLC,NORTH AMERICA,2025-05-01,5,5,2,0,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,3,1,1,0
Devices & Services,United States,"CADENCE DESIGN SYSTEMS, INC.",NORTH AMERICA,2025-04-29,3,4,1,1,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
gCS,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-28,5,4,1,0,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,4,6,0,0,0
REWS,United States,"SLALOM, LLC",NORTH AMERICA,2025-04-27,3,1,2,2,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-29,5,2,3,0,3
Devices & Services,India,QUEST GLOBAL SERVICES PTE. LTD.,APAC,2025-04-25,3,3,0,0,0
gTech,Brazil,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-25,3,2,1,0,1
POps,India,ACCENTURE PLC,APAC,2025-04-21,5,2,3,3,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-23,1,1,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-27,4,2,2,0,2
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,3,3,0,0,0
gTech,United States,VACO,NORTH AMERICA,2025-04-21,3,1,2,2,0
YouTube,India,WIPRO LIMITED,APAC,2025-04-24,3,1,2,2,0
YouTube,United States,"MAGNIT, LLC",NORTH AMERICA,2025-05-01,6,7,3,0,3
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,3,5,0,0,0
POps,India,KORN FERRY INTERNATIONAL,APAC,2025-04-24,3,1,2,2,0
Corp Eng,Philippines,ASTREYA PARTNERS INC,APAC,2025-04-28,3,2,1,0,1
Core (w/o Corp Eng),Poland,INVISIBLE THINGS LAB GMBH,EMEA,2025-04-30,9,1,8,1,7
Ads & Commerce,India,"APPLAUSE APP QUALITY, INC",APAC,2025-04-28,5,8,0,0,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-23,3,5,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,4,2,2,2,0
YouTube,Romania,GENPACT LIMITED,EMEA,2025-04-29,5,6,1,0,1
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-21,6,3,5,0,5
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
gTech,India,ACCENTURE PLC,APAC,2025-04-21,4,1,3,0,3
Marketing,India,CONTINUUMGLOBAL INC,APAC,2025-04-23,2,1,1,0,1
Technical Infrastructure,United States,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,SKYBOX CRITICAL OPERATIONS LLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
Geo,India,WIPRO LIMITED,APAC,2025-04-23,2,1,1,0,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,5,3,2,2,0
YouTube,India,CONCENTRIX,APAC,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,6,4,4,4,0
REWS,Philippines,JONES LANG LASALLE INC,APAC,2025-04-29,1,1,0,0,0
Technical Infrastructure,null,SCHENKER,NORTH AMERICA,2025-04-24,3,3,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,3,3,0,0,0
Devices & Services,India,QUEST GLOBAL SERVICES PTE. LTD.,APAC,2025-04-23,5,7,0,0,0
Technical Infrastructure,United Kingdom,ARCADIS NV,EMEA,2025-05-01,7,3,4,3,1
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-02,3,3,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-21,3,2,1,1,0
gCS,Philippines,CONCENTRIX,APAC,2025-04-21,5,7,0,0,0
Cloud,India,TECH MAHINDRA LIMITED,APAC,2025-05-01,5,5,2,1,1
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-21,13,5,10,8,2
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-23,3,3,2,0,2
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-02,3,3,0,0,0
gTech,Germany,VACO,EMEA,2025-04-21,3,5,0,0,0
Cloud,India,DELOITTE,APAC,2025-04-24,4,3,3,0,3
REWS,United States,ELECTROSONIC LIMITED,NORTH AMERICA,2025-04-23,4,6,0,0,0
YouTube,Portugal,GENPACT LIMITED,EMEA,2025-05-02,9,3,6,4,2
REWS,United Kingdom,CBRE GROUP INC,EMEA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-29,1,1,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-25,14,2,12,6,6
gCS,India,ACCENTURE PLC,APAC,2025-04-25,3,1,2,0,2
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-28,16,20,2,1,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-22,3,4,1,1,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
REWS,India,SODEXO,APAC,2025-04-23,2,2,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,2,3,1,2
Platforms + Ecosystems,United States,SCALENCE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-30,2,2,0,0,0
DeepMind,Germany,SCALE AI INC,EMEA,2025-04-21,13,6,9,0,9
Core (w/o Corp Eng),India,ACCENTURE PLC,APAC,2025-04-28,5,1,4,4,0
Technical Infrastructure,United States,TATA GROUP,NORTH AMERICA,2025-04-21,3,5,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-30,6,2,4,4,0
Devices & Services,United States,MOSAIC US HOLDINGS INC,NORTH AMERICA,2025-04-30,12,4,8,0,8
GBO (w/o gTech & gCS),United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-28,9,11,4,0,4
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-02,3,3,0,0,0
Finance,Philippines,ACCENTURE PLC,APAC,2025-04-25,1,1,0,0,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-30,2,2,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-21,5,1,4,0,4
POps,United Kingdom,KORN FERRY INTERNATIONAL,EMEA,2025-04-25,3,2,1,1,0
REWS,United Kingdom,CBRE GROUP INC,EMEA,2025-04-28,4,6,0,0,0
