product_area,st_created_date,work_order_accepted_date,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,location_region,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,has_equipment,worker_active_flag,onboard_date_v2,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Technical Infrastructure,2025-04-25,2025-04-25,United States,Badge Only,2025-04-28,2025-04-01,null,M A MORTENSON COMPANY,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,3,1,1,3,3,3,null,null,null,1,1,null,0,0,0
Cloud,2025-04-18,2025-04-18,Poland,Access Only,2025-04-24,2025-04-01,2025-04-28,TTEC HOLDINGS INC,EMEA,null,null,2025-04-23,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-23,null,NO,null,null,Yes,2025-04-28,10,6,2,10,10,6,1,5,5,6,4,3,2,2,0
gTech,2025-04-23,2025-04-23,Germany,Equipment and Access,2025-04-25,2025-04-01,2025-05-01,VACO,EMEA,null,null,2025-04-24,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-24,null,NO,null,null,Yes,2025-05-01,8,6,4,8,8,2,1,7,1,6,2,1,4,4,0
Technical Infrastructure,2025-04-25,2025-04-25,null,Badge Only,2025-04-30,2025-04-01,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-30,null,null,NO,null,null,null,2025-04-30,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Platforms + Ecosystems,2025-04-23,2025-04-23,India,Equipment and Access,2025-04-29,2025-04-01,2025-04-30,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-30,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-05-01,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,7,5,1,7,7,6,-1,1,7,5,4,5,1,0,1
Cloud,2025-04-25,2025-04-25,United States,Equipment and Access,2025-04-30,2025-04-01,2025-05-01,ACCENTURE PLC,NORTH AMERICA,null,null,2025-04-30,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,6,4,1,6,6,5,1,1,5,4,3,3,1,1,0
Technical Infrastructure,2025-04-21,2025-04-21,United States,Access Only,2025-04-23,2025-04-01,2025-04-29,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,null,null,2025-04-22,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-22,null,NO,null,null,Yes,2025-04-29,8,6,4,8,8,2,1,7,1,6,2,1,4,3,1
gTech,2025-04-22,2025-04-22,India,Access Only,2025-04-25,2025-04-01,2025-05-02,VIRTUSA CORPORATION,APAC,2021-04-27,2021-05-11,null,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,10,8,5,10,10,3,1,null,null,8,3,null,5,5,0
gTech,2025-04-05,2025-04-14,United States,Equipment and Access,2025-04-21,2025-04-01,2025-05-01,"PINNACLE TECHNICAL RESOURCES, INC., D/B/A PTR GLOBAL, INC.",NORTH AMERICA,2021-08-26,2021-08-28,2025-04-27,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Temp,1,2025-05-01,2025-04-27,null,NO,null,null,Yes,2025-05-01,26,13,8,26,26,16,1,4,22,13,5,15,8,8,0
Cloud,2025-04-16,2025-04-16,United States,Access Only,2025-04-21,2025-04-01,2025-05-02,THE BOSTON CONSULTING GROUP INC,NORTH AMERICA,null,null,2025-04-30,2025-05-15,2025-05-01,2025-04-22,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-30,null,NO,null,null,Yes,2025-05-02,16,12,9,16,16,5,1,1,14,12,3,10,9,1,8
YouTube,2025-04-17,2025-04-17,Philippines,Equipment and Access,2025-04-21,2025-04-01,2025-05-02,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-27,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-27,null,NO,null,null,Yes,2025-05-02,15,11,9,15,15,4,1,4,10,11,2,7,9,7,2
REWS,2025-04-28,2025-04-28,Philippines,Badge Only,2025-05-01,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Cloud,2025-04-23,2025-04-23,Brazil,Equipment and Access,2025-04-25,2025-04-01,2025-05-02,SURESKILLS LIMITED,LATAM,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-24,null,NO,null,null,Yes,2025-05-02,9,7,5,9,9,2,1,7,1,7,2,1,5,0,5
Devices & Services,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-25,2025-04-01,2025-04-30,LOGISTICS PLUS INC.,NORTH AMERICA,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-25,null,NO,null,null,Yes,2025-04-30,8,6,3,8,8,3,1,5,3,6,3,3,3,0,3
Cloud,2025-04-24,2025-04-24,Romania,Equipment and Access,2025-04-28,2025-04-01,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,7,5,3,7,7,4,1,0,6,5,2,4,3,2,1
Waymo,2025-04-28,2025-04-28,India,Access Only,2025-04-29,2025-04-01,2025-05-01,WIPRO LIMITED,APAC,null,null,null,2025-05-15,2025-05-01,2025-04-29,FALSE,2025-05-01,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,2,3,3,1,1,null,null,3,1,null,2,0,2
Technical Infrastructure,2025-04-23,2025-04-23,null,Probable Badge Only,2025-04-28,2025-04-01,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,null,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-18,2025-04-18,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-28,DIRECT LINE GLOBAL LLC,NORTH AMERICA,null,null,2025-04-22,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-22,null,NO,null,null,Yes,2025-04-28,10,6,4,10,10,4,1,6,4,6,2,2,4,3,1
Waymo,2025-04-28,2025-04-28,India,Equipment and Access,2025-04-30,2025-04-01,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,1,1,1,2,2,1,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-23,null,NO,null,NO,Yes,2025-04-28,6,4,2,6,6,2,1,5,1,4,2,1,2,0,2
Platforms + Ecosystems,2025-04-18,2025-04-18,India,Equipment and Access,2025-04-25,2025-04-01,2025-04-29,ITTIAM SYSTEMS PVT LTD,APAC,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,11,7,2,11,11,7,1,1,10,7,5,6,2,0,2
Waymo,2025-04-22,2025-04-22,United States,Access Only,2025-04-24,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,2025-04-24,2025-05-12,2025-04-28,2025-04-28,FALSE,null,Vendor,1,2025-05-01,2025-04-24,null,NO,null,null,Yes,2025-05-01,9,7,5,9,9,2,null,null,2,7,2,2,5,2,3
REWS,2025-04-28,2025-04-28,India,Badge Only,2025-05-01,2025-05-01,null,G4S PLC,APAC,null,null,null,2025-05-18,2025-05-04,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-02,2025-04-02,United States,Equipment and Access,2025-04-07,2025-04-01,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-05,2025-05-09,2025-04-25,2025-04-14,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-05,null,NO,null,NO,Yes,2025-04-28,26,18,15,26,26,5,1,23,3,18,3,3,15,5,10
T&S,2025-04-23,2025-04-23,Malaysia,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,5,1,null,null,3,3,null,0,0,0
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Waymo,2025-04-22,2025-04-22,India,Access Only,2025-04-24,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-26,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-26,null,NO,null,null,Yes,2025-04-30,8,6,4,8,8,2,1,4,4,6,2,4,4,4,0
REWS,2025-04-28,2025-04-28,null,Probable Badge Only,2025-05-01,2025-05-01,null,COMPASS GROUP PLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,null,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
T&S,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,1,null,null,3,1,null,2,1,1
gTech,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-30,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Access,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-28,ONUG SOLUTIONS LLC,NORTH AMERICA,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-24,null,NO,null,null,Yes,2025-04-28,6,4,2,6,6,2,1,4,2,4,2,2,2,1,1
gTech,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-04,VIRTUSA CORPORATION,APAC,null,null,2025-05-03,2025-05-18,2025-05-04,2025-05-03,FALSE,null,Vendor,1,2025-05-04,2025-05-03,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,null,null,4,4,3,4,1,1,0
DeepMind,2025-04-29,2025-04-29,United Kingdom,Badge Only,2025-05-02,2025-05-01,null,JAGUAR BUILDING SERVICES LIMITED,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Devices & Services,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,INFOSYS,APAC,2021-03-09,2021-03-22,null,2023-05-01,2023-04-17,2025-04-30,FALSE,null,Vendor,1,2025-04-29,null,TRANSFER-Starters list,NO,null,NO,Yes,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Finance,2025-04-25,2025-04-25,United States,Equipment and Access,2025-04-30,2025-04-01,2025-04-30,SOLOMONEDWARDSGROUP LLC,NORTH AMERICA,2023-03-22,2023-03-28,2025-04-30,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,5,-1,1,5,3,3,3,0,0,0
T&S,2025-04-17,2025-04-17,India,Access Only,2025-04-21,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-26,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-26,null,NO,null,null,Yes,2025-04-28,11,7,5,11,11,4,-1,3,9,7,2,7,5,5,0
Cloud,2025-04-03,2025-04-03,United States,Equipment and Access,2025-04-08,2025-04-01,2025-04-29,MEDIATEK INC,NORTH AMERICA,null,null,2025-04-24,2025-05-14,2025-04-30,2025-04-27,FALSE,2025-04-30,Vendor,1,2025-04-29,2025-04-24,null,NO,null,NO,Yes,2025-04-29,26,18,15,26,26,5,-1,6,21,18,3,15,15,14,1
YouTube,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-28,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-04-24,2025-05-16,2025-05-02,2025-04-27,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-24,null,NO,null,null,Yes,2025-05-02,8,6,4,8,8,4,1,8,1,6,2,1,4,0,4
Devices & Services,2025-04-15,2025-04-15,India,Equipment and Access,2025-04-18,2025-04-01,2025-04-29,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-18,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-25,null,NO,null,null,Yes,2025-04-29,14,10,7,14,14,3,1,4,10,10,3,8,7,0,7
Technical Infrastructure,2025-04-17,2025-04-17,United States,Access Only,2025-04-22,2025-04-01,2025-04-29,SCHENKER,NORTH AMERICA,null,null,2025-04-23,2025-05-13,2025-04-29,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-29,2025-04-23,null,NO,null,null,Yes,2025-04-29,12,8,5,12,12,5,1,5,6,8,3,4,5,3,2
Technical Infrastructure,2025-04-24,2025-04-24,Finland,Badge Only,2025-04-29,2025-04-01,null,FIBER HIGHWAY FINLAND OY,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,United States,Badge Only,2025-05-01,2025-05-01,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
T&S,2025-04-09,2025-04-14,United States,Equipment and Access,2025-04-17,2025-04-01,2025-04-28,"MINDLANCE, INC.",NORTH AMERICA,null,null,2025-04-26,2025-05-12,2025-04-28,2025-04-18,FALSE,2025-04-28,Temp,1,2025-04-28,2025-04-26,null,NO,null,NO,Yes,2025-04-28,19,10,7,19,19,8,1,2,17,10,3,13,7,1,6
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,null,Badge Only,2025-05-01,2025-05-01,null,CERTIFIED MAINTENANCE SERVICE INC.,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,null,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Waymo,2025-04-29,2025-04-29,United States,Access Only,2025-05-02,2025-05-01,2025-05-02,"TASKUS, INC.",NORTH AMERICA,null,null,2025-05-01,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
T&S,2025-04-29,2025-04-29,Philippines,Equipment and Access,2025-05-02,2025-05-01,2025-05-04,ACCENTURE PLC,APAC,null,null,2025-05-02,2025-05-16,2025-05-02,2025-05-02,FALSE,null,Vendor,1,2025-05-04,2025-05-02,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,null,null,3,4,3,3,1,0,1
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
YouTube,2025-04-28,2025-04-28,United States,Equipment and Access,2025-05-01,2025-05-01,2025-05-02,ACCENTURE PLC,NORTH AMERICA,null,null,2025-05-01,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,4,4,1,4,4,3,1,1,3,4,3,3,1,0,1
gTech,2025-04-25,2025-04-25,Colombia,Access Only,2025-04-29,2025-04-01,2025-04-29,CONCENTRIX,LATAM,null,2025-05-01,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,4,2,1,4,4,4,1,1,3,2,2,1,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,SCHENKER,NORTH AMERICA,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,6,1,3,3,4,4,3,0,0,0
Cloud,2025-04-16,2025-04-16,Philippines,Equipment and Access,2025-04-18,2025-04-01,2025-05-02,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-18,2025-05-16,2025-05-02,2025-04-18,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-18,null,NO,null,null,Yes,2025-05-02,16,12,10,16,16,2,1,14,2,12,2,2,10,0,10
Platforms + Ecosystems,2025-04-18,2025-04-18,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,ITTIAM SYSTEMS PVT LTD,APAC,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,10,6,3,10,10,5,1,0,10,6,3,6,3,1,2
Technical Infrastructure,2025-04-25,2025-04-25,Netherlands,Equipment and Access,2025-04-30,2025-04-01,2025-05-01,SCHENKER,EMEA,null,null,2025-04-28,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-28,null,NO,null,null,Yes,2025-05-01,6,4,1,6,6,5,1,3,3,4,3,1,1,1,0
REWS,2025-04-16,2025-04-16,United States,Access Only,2025-04-21,2025-04-01,2025-04-28,BODY TECHNIQUES LLC,NORTH AMERICA,null,null,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-26,Vendor,1,2025-04-28,2025-04-21,null,NO,Provided onsite,null,Yes,2025-04-28,12,8,5,12,12,5,2,5,5,8,3,3,5,1,4
Waymo,2025-04-28,2025-04-28,India,Access Only,2025-04-29,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,1,-1,null,null,2,1,null,1,1,0
Technical Infrastructure,2025-04-24,2025-04-24,United States,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,"T5 DCMC, LLC",NORTH AMERICA,null,null,2025-04-24,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-24,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,1,4,1,2,2,1,0,0,0
YouTube,2025-04-24,2025-04-24,United States,Access Only,2025-04-29,2025-04-01,2025-05-02,TELEPERFORMANCE SE,NORTH AMERICA,null,null,2025-04-28,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-28,null,NO,null,null,Yes,2025-05-02,8,6,3,8,8,5,1,4,4,6,3,2,3,3,0
Cloud,2025-04-23,2025-04-23,United States,Access Only,2025-04-28,2025-04-01,2025-04-30,GLOBALLOGIC INC,NORTH AMERICA,null,null,null,2024-11-19,2024-11-05,null,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-24,2025-04-24,null,Probable Badge Only,2025-04-29,2025-04-01,null,ALPHA SERVICES CORPORATION,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,null,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
REWS,2025-04-16,2025-04-16,United States,Access Only,2025-04-17,2025-04-01,2025-04-29,CBRE GROUP INC,NORTH AMERICA,null,null,2025-04-24,2025-05-13,2025-04-29,2025-04-17,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-24,null,NO,null,YES,Yes,2025-04-29,13,9,8,13,13,1,1,5,8,9,1,6,8,0,8
gTech,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-04,VIRTUSA CORPORATION,APAC,null,null,2025-04-30,2025-05-18,2025-05-04,2025-05-03,FALSE,null,Vendor,1,2025-05-04,2025-04-30,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,null,null,1,4,3,1,1,1,0
T&S,2025-04-28,2025-04-28,India,Access Only,2025-05-01,2025-05-01,2025-05-04,WIPRO LIMITED,APAC,null,null,2025-05-02,2025-05-15,2025-05-01,2025-05-01,FALSE,null,Vendor,1,2025-05-04,2025-05-02,null,NO,null,null,Yes,2025-05-04,6,5,2,6,6,3,null,null,4,5,3,4,2,0,2
Ads & Commerce,2025-04-25,2025-04-25,United States,Access Only,2025-04-29,2025-04-01,2025-04-30,EPAM SYSTEMS INC,NORTH AMERICA,null,2025-05-01,2025-04-28,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,4,1,2,3,3,2,1,1,0,1
Waymo,2025-04-15,2025-04-15,United States,Access Only,2025-04-17,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,2025-04-16,2025-05-14,2025-04-30,2025-04-17,FALSE,2025-04-30,Vendor,1,2025-05-01,2025-04-16,null,NO,null,YES,Yes,2025-05-01,16,12,10,16,16,2,1,14,1,12,2,1,10,0,10
Geo,2025-04-24,2025-04-24,India,Access Only,2025-04-30,2025-04-01,2025-04-29,WIPRO LIMITED,APAC,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,6,-1,2,4,3,4,2,0,0,0
Finance,2025-04-25,2025-04-25,United States,Access Only,2025-04-29,2025-04-01,2025-04-29,DELOITTE,NORTH AMERICA,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,4,2,1,4,4,4,1,0,4,2,2,2,0,0,0
T&S,2025-04-22,2025-04-22,India,Access Only,2025-04-24,2025-04-01,2025-04-29,WIPRO LIMITED,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-29,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,7,5,3,7,7,2,1,null,null,5,2,null,3,2,1
gTech,2025-04-24,2025-04-24,Philippines,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-27,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-27,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,1,1,3,2,2,2,0,0,0
REWS,2025-04-22,2025-04-22,India,Badge Only,2025-04-29,2025-04-01,null,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,null,null,null,2023-04-03,2023-03-20,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,7,5,1,7,7,7,null,null,null,5,5,null,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,Netherlands,Access Only,2025-04-23,2025-04-01,2025-05-01,SECURITAS AB,EMEA,null,null,null,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-05-01,null,null,NO,Provided onsite,null,Yes,2025-05-01,9,7,6,9,9,1,1,null,null,7,1,null,6,5,1
T&S,2025-04-23,2025-04-23,India,Access Only,2025-04-30,2025-04-01,2025-05-01,WIPRO LIMITED,APAC,null,null,2025-04-23,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-05-02,Vendor,1,2025-05-01,2025-04-23,null,NO,null,null,Yes,2025-05-01,8,6,1,8,8,7,-1,9,1,6,5,1,1,0,1
REWS,2025-04-22,2025-04-22,Canada,Badge Only,2025-04-28,2025-04-01,null,COMPASS GROUP PLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,6,null,null,null,4,4,null,0,0,0
Technical Infrastructure,2025-04-24,2025-04-24,United States,Badge Only,2025-04-29,2025-04-01,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
REWS,2025-04-09,2025-04-09,Mexico,Equipment and Access,2025-04-11,2025-04-01,2025-05-04,CBRE GROUP INC,LATAM,null,null,2025-05-02,2025-05-17,2025-05-03,2025-04-11,FALSE,null,Vendor,1,2025-05-04,2025-05-02,null,NO,null,NO,Yes,2025-05-04,25,18,16,25,25,2,null,null,23,18,2,17,16,0,16
